checkpoint_t_s,mean_w,std_w,dmean_w_dt
0.00000000,0.0247467764,0.0016125972,0.0000000000
6.00000000,0.0254167944,0.0043129055,0.0001116697
12.00000000,0.0255342785,0.0044326696,0.0000195807
18.00000000,0.0254544779,0.0043729244,-0.0000133001
24.00000000,0.0255261539,0.0037566349,0.0000119460
30.00000000,0.0255308666,0.0043318887,0.0000007855
36.00000000,0.0255431449,0.0044651186,0.0000020464
42.00000000,0.0256000702,0.0046105528,0.0000094876
48.00000000,0.0254428212,0.0038021902,-0.0000262082
54.00000000,0.0255906505,0.0045482216,0.0000246382
60.00000000,0.0255877030,0.0045649736,-0.0000004913
66.00000000,0.0256001018,0.0047158804,0.0000020665
72.00000000,0.0255635732,0.0040258820,-0.0000060881
78.00000000,0.0256488042,0.0045657467,0.0000142052
84.00000000,0.0256741922,0.0046956885,0.0000042313
90.00000000,0.0258044733,0.0047096045,0.0000217135
96.00000000,0.0257787481,0.0040453190,-0.0000042875
102.00000000,0.0260635946,0.0045560215,0.0000474744
108.00000000,0.0261362465,0.0046476095,0.0000121086
114.00000000,0.0261597518,0.0045390952,0.0000039176
120.00000000,0.0260832739,0.0041447632,-0.0000127463
126.00000000,0.0262750385,0.0045705056,0.0000319608
132.00000000,0.0263641169,0.0046455727,0.0000148464
138.00000000,0.0264455180,0.0046453104,0.0000135669
144.00000000,0.0262655837,0.0040039597,-0.0000299891
150.00000000,0.0264674409,0.0046112410,0.0000336429
156.00000000,0.0265030686,0.0046637120,0.0000059380
162.00000000,0.0266137863,0.0047811511,0.0000184529
168.00000000,0.0263488404,0.0039972368,-0.0000441576
