checkpoint_t_s,mean_w,std_w,dmean_w_dt
1080.00000000,0.0260761415,0.0092896047,0.0000000289
1086.00000000,0.0261888859,0.0093380827,0.0000187907
1092.00000000,0.0260031197,0.0093221632,-0.0000309610
1098.00000000,0.0259602961,0.0092609989,-0.0000071373
1104.00000000,0.0261649406,0.0093474469,0.0000341074
1110.00000000,0.0260154408,0.0093040066,-0.0000249166
1116.00000000,0.0261201446,0.0093423728,0.0000174506
1122.00000000,0.0261143285,0.0092991316,-0.0000009693
1128.00000000,0.0261130478,0.0092926826,-0.0000002135
1134.00000000,0.0261830667,0.0093347246,0.0000116698
1140.00000000,0.0263349646,0.0093148126,0.0000253163
1146.00000000,0.0261449380,0.0092259002,-0.0000316711
1152.00000000,0.0261809217,0.0092483241,0.0000059973
1158.00000000,0.0261671357,0.0092410748,-0.0000022977
1164.00000000,0.0262409118,0.0092839464,0.0000122960
1170.00000000,0.0265795602,0.0094168947,0.0000564414
1176.00000000,0.0263968703,0.0092902465,-0.0000304483
1182.00000000,0.0263943554,0.0093044213,-0.0000004192
1188.00000000,0.0263858383,0.0092402008,-0.0000014195
1194.00000000,0.0264007145,0.0094658922,0.0000024794
1200.00000000,0.0265434601,0.0094268297,0.0000237909
